Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
7,14598,0,0,36,6461533333,0,17719298,2208032319,0,Aug,2,2,2,2,Returning_Visitor,FALSE,FALSE
1,232,1,736,17,5665666667,0,0,0,0,Jul,1,1,1,2,Returning_Visitor,FALSE,FALSE
1,664,0,0,22,6414809524,0,4761905,0,0,Oct,3,2,4,6,New_Visitor,FALSE,FALSE
2,711,0,0,11,5298,0,4545455,0,0,Oct,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,9805666667,0,11111111,7856959864,0,Sep,2,2,5,2,New_Visitor,FALSE,TRUE
4,771,0,0,4,417,0,28571429,0,0,Sep,2,2,4,6,Returning_Visitor,TRUE,FALSE
2,1178,0,0,17,5861,0,11111111,0,0,Aug,3,2,7,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,12,0,1,0,0,Jul,2,10,2,6,Returning_Visitor,FALSE,FALSE
2,1128,0,0,11,3758,0,15384615,0,0,Sep,2,2,9,5,New_Visitor,TRUE,FALSE
0,0,0,0,6,1183,11111111,77777778,0,0,June,2,2,1,2,Returning_Visitor,FALSE,FALSE
3,362,0,0,16,1667062706,0,14705882,0,0,Aug,2,2,6,5,New_Visitor,FALSE,FALSE
2,11,0,0,36,4743066667,0,15714286,4765907425,0,June,4,1,2,4,Returning_Visitor,FALSE,FALSE
10,1877166667,1,11,29,27735,0,21904762,0,0,Sep,3,2,9,5,Returning_Visitor,FALSE,FALSE
3,424,0,0,20,3318914286,0,4761905,0,0,Aug,2,2,8,1,Returning_Visitor,TRUE,FALSE
2,135,0,0,25,1684375,14814815,52674897,0,0,Jul,1,1,8,3,Returning_Visitor,TRUE,FALSE
5,1068,0,0,20,4708666667,27272727,45454545,0,0,Oct,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,39,134845,1025641,2039072,0,0,Jul,1,2,1,4,Returning_Visitor,FALSE,FALSE
3,4200666667,3,2307,23,12516,55172414,79310345,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE,FALSE
2,1532,1,242,22,6150666667,8,36,0,0,Oct,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,Aug,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,Oct,2,2,6,2,Returning_Visitor,FALSE,FALSE
4,265,0,0,22,6162033333,3846154,10470085,0,0,Nov,3,2,6,2,Returning_Visitor,TRUE,FALSE
3,423,0,0,24,1203533333,0,11111111,0,0,Oct,4,1,1,4,New_Visitor,FALSE,FALSE
0,0,0,0,12,3093666667,14285714,19047619,1437785831,0,Sep,3,2,1,6,New_Visitor,FALSE,TRUE
7,13815,0,0,9,23231,0,28717949,0,0,Oct,2,2,5,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,3180666667,25,33333333,0,0,Jul,3,2,3,1,Returning_Visitor,FALSE,FALSE
14,5125805785,4,211,61,2362724563,5615082,24507322,2761615655,0,Oct,1,1,3,1,Returning_Visitor,FALSE,FALSE
2,6,0,0,37,5017666667,1025641,20512821,0,0,Sep,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,9,0,0,22,188925,0,24603175,0,0,Aug,2,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,2,2,0,0,Jul,3,2,9,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,Jul,3,2,4,1,Returning_Visitor,TRUE,FALSE
1,0,0,0,7,822,57142857,114285714,0,0,June,3,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,32025,0,13333333,5217313647,0,Oct,2,2,1,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,5,439,0,2,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,FALSE
7,1448,1,962,34,1374630952,19973545,28024691,0,0,Jul,1,1,3,4,Returning_Visitor,FALSE,FALSE
2,1879,4,1001,29,2107033333,0,24242424,0,0,Oct,1,1,3,1,Returning_Visitor,FALSE,FALSE
6,5689,0,0,40,1296916144,0,22634921,1342134935,0,Sep,2,2,7,1,Returning_Visitor,FALSE,FALSE
5,1278,0,0,15,7668238095,0,0,654726506,0,Aug,1,8,4,1,Returning_Visitor,FALSE,TRUE
6,3523666667,0,0,11,6056166667,0,8888889,714623214,0,June,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,0,0,0,1,172,5,15,0,0,Aug,2,2,1,5,Returning_Visitor,FALSE,FALSE
4,363,2,11,71,3287216667,31506849,55342466,0,0,Sep,4,1,9,3,Returning_Visitor,TRUE,FALSE
3,321,0,0,3,211,28571429,42857143,0,0,June,3,2,6,5,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,Jul,2,2,4,13,Returning_Visitor,FALSE,FALSE
4,1187,0,0,3,895,0,47619048,0,0,Nov,3,2,1,4,Returning_Visitor,FALSE,FALSE
13,266047619,9,9854833333,179,1149220838,20689931,28728531,0,0,June,1,1,1,3,Returning_Visitor,FALSE,FALSE
1,3838,0,0,11,924,0,16666667,0,0,Jul,2,2,9,2,New_Visitor,FALSE,FALSE
5,91,2,2328,246,9227371429,6425703,24959839,0,0,Oct,4,1,4,3,Returning_Visitor,TRUE,FALSE
4,3650333333,0,0,9,4617333333,26666667,32991453,3360744027,0,Aug,2,2,1,2,Returning_Visitor,FALSE,FALSE
8,984,0,0,16,1563333333,0,7843137,0,0,Oct,2,2,3,1,Returning_Visitor,FALSE,FALSE
3,786,0,0,2,182,0,2,0,0,Jul,3,2,3,2,New_Visitor,TRUE,TRUE
2,13,0,0,66,2061926508,13235294,14202682,0,0,Jul,3,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,2268,4,6,1283702398,0,Nov,1,1,6,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,1166666667,4,5,0,0,Oct,3,2,1,3,Returning_Visitor,TRUE,FALSE
1,1098,0,0,17,4188233333,0,1388889,0,0,Oct,2,4,1,3,New_Visitor,FALSE,FALSE
1,5,2,317,6,10425,0,7407407,0,0,June,2,5,7,11,New_Visitor,FALSE,FALSE
10,163425,0,0,73,1077511667,0,5833333,0,0,Nov,2,2,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,1926133333,11764706,27647059,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE,FALSE
6,18432,0,0,8,16322,0,18181818,0,0,Nov,1,1,1,2,New_Visitor,FALSE,FALSE
2,131,0,0,62,5556932698,0,20625,4964521194,0,Sep,2,2,3,2,Returning_Visitor,TRUE,FALSE
2,1324,0,0,11,2963,0,15384615,0,0,Sep,2,4,3,2,New_Visitor,FALSE,FALSE
4,3948,0,0,33,54978,0,5555556,0,0,Sep,3,2,4,1,New_Visitor,FALSE,FALSE
11,2110333333,3,1732333333,62,1340676667,391389,19726027,1742324027,0,Aug,2,2,7,2,Returning_Visitor,FALSE,FALSE
3,518,0,0,23,8640071429,0,8,1352088614,0,Nov,2,4,5,2,Returning_Visitor,FALSE,FALSE
15,3096333333,2,458,50,2230986667,0,4371585,4077935433,0,Nov,2,2,4,2,Returning_Visitor,FALSE,TRUE
1,674,0,0,14,5905533333,0,7142857,3806520001,0,Aug,2,2,1,5,New_Visitor,FALSE,TRUE
1,282,0,0,1,0,0,5,0,0,Sep,1,1,1,5,New_Visitor,FALSE,TRUE
1,152,1,13,39,1706119697,10365854,30371661,5251288882,0,June,2,2,2,2,Returning_Visitor,TRUE,FALSE
5,468,0,0,33,7432666667,5,21666667,0,0,Nov,2,2,4,1,Returning_Visitor,TRUE,FALSE
15,5842,0,0,73,2693963452,0,1298701,0,0,Nov,3,2,4,13,Returning_Visitor,FALSE,FALSE
9,3567464198,4,1109533333,81,6847936896,15227273,22982896,5046329077,0,Oct,1,1,3,1,Returning_Visitor,FALSE,FALSE
2,322,0,0,11,2225,0,15384615,0,0,Aug,2,2,1,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,1233,0,0,6798927956,0,Oct,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,0,2,2,0,0,June,1,1,3,2,Returning_Visitor,FALSE,FALSE
11,60473,0,0,63,1276843158,0,6712329,0,0,Jul,2,2,8,6,New_Visitor,FALSE,TRUE
4,4645,0,0,9,6357238095,0,2777778,0,0,Jul,1,1,3,2,New_Visitor,FALSE,FALSE
6,2409,2,2014,237,9437769068,10204082,30380952,1453831135,0,June,2,4,3,1,Returning_Visitor,FALSE,TRUE
1,322,0,0,17,8764285714,0,40625,0,0,Jul,3,2,1,3,Returning_Visitor,FALSE,TRUE
6,1025,0,0,23,3510333333,0,15517241,0,0,Oct,1,1,1,4,Returning_Visitor,FALSE,FALSE
1,162,0,0,42,13697,0,1969697,1133037122,0,Jul,2,5,3,3,Returning_Visitor,FALSE,FALSE
3,776,0,0,3,8,33333333,66666667,0,0,June,2,2,6,2,Returning_Visitor,FALSE,FALSE
2,1506,0,0,86,2554562381,23255814,41100372,0,0,Sep,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,94,2,442,56,1430208205,2,30388889,0,0,Nov,2,2,9,3,Returning_Visitor,FALSE,FALSE
1,4333333333,0,0,3,1433333333,6666667,74444444,0,0,June,4,2,1,5,Returning_Visitor,TRUE,TRUE
5,7257333333,10,2086,27,1091323333,5,29166667,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,TRUE
4,856,0,0,1,5,0,33333333,0,0,Sep,2,4,1,5,New_Visitor,FALSE,TRUE
9,2336224044,0,0,35,1941066667,1255814,2917153,0,0,Aug,3,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1906,0,2,0,0,Jul,2,2,5,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,40,11619,55,8,0,0,Sep,1,8,6,1,Returning_Visitor,FALSE,FALSE
4,1026,0,0,34,26334,18974359,20989011,0,0,Sep,1,1,3,4,Returning_Visitor,FALSE,FALSE
5,1096,1,3,29,1980266667,6060606,26262626,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE,TRUE
1,6,0,0,27,1496466667,4691358,69982363,7468469311,0,Jul,3,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,21,3441714286,7017544,7017544,1359007196,0,Oct,1,1,3,2,Returning_Visitor,FALSE,TRUE
3,354,0,0,38,9378075758,1025641,39316239,0,0,Jul,3,2,1,1,Returning_Visitor,FALSE,FALSE
4,463,0,0,2,2283333333,0,33333333,0,0,Nov,2,2,6,2,New_Visitor,TRUE,TRUE
7,6110333333,2,13,81,1719375714,4494382,9737828,649444108,0,Oct,1,1,6,2,Returning_Visitor,TRUE,FALSE
5,951,4,1168,53,1696567619,3508772,17602339,0,0,Oct,2,2,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,4459,58333333,79166667,0,0,Aug,2,4,1,1,Returning_Visitor,FALSE,FALSE
4,509,0,0,60,2686402922,16666667,22713675,0,0,Oct,2,4,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,8522,164230769,18034188,0,0,Aug,3,2,4,13,Returning_Visitor,FALSE,FALSE
1,816,0,0,42,2017520714,0,23696145,0,0,Oct,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,25,19787,32,6,0,0,Aug,2,2,1,3,Returning_Visitor,FALSE,FALSE
2,434,2,162,31,1279806667,6857143,2952381,0,0,Sep,1,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,654,0,1,0,0,Jul,2,2,9,13,Returning_Visitor,TRUE,FALSE
5,746,3,434,67,1207653333,20833333,47826279,0,0,Aug,2,2,6,1,Returning_Visitor,FALSE,FALSE
4,8227666667,0,0,17,1229466667,0,41269841,0,0,June,2,2,1,16,Returning_Visitor,FALSE,TRUE
1,716,0,0,7,2867,0,8333333,0,0,Aug,1,1,7,3,New_Visitor,FALSE,FALSE
0,0,0,0,7,716,28571429,71428571,0,0,Nov,1,1,9,4,Returning_Visitor,FALSE,FALSE
10,6640866667,3,185,26,1494053333,21212121,28542569,2035484005,0,Nov,3,2,1,20,Returning_Visitor,FALSE,FALSE
1,192,0,0,22,4438333333,0,2380952,0,0,Nov,1,1,2,3,Returning_Visitor,FALSE,FALSE
4,344,0,0,12,1894333333,0,14285714,0,0,Sep,2,10,4,4,New_Visitor,FALSE,FALSE
0,0,0,0,22,8179590698,56060606,79518398,0,0,Sep,3,2,3,1,Returning_Visitor,TRUE,FALSE
1,544,6,5056,21,83815,0,0,0,0,Nov,2,2,3,2,New_Visitor,TRUE,FALSE
1,0,3,80,125,3835564121,22076923,39945665,1002042069,0,Jul,1,1,1,3,Returning_Visitor,FALSE,TRUE
1,13,0,0,28,61194,0,6896552,0,0,Sep,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,2,2,0,0,Aug,1,2,8,1,New_Visitor,FALSE,FALSE
2,1263333333,0,0,11,4010133333,0,22222222,4512532172,0,Nov,1,1,3,2,Returning_Visitor,TRUE,TRUE
13,8691666667,2,282,97,2865817778,9345794,24205607,0,0,Oct,2,6,1,1,Returning_Visitor,FALSE,FALSE
9,5249333333,2,3066666667,31,1157444833,5698006,2881889,1079674946,0,Nov,2,2,3,1,Returning_Visitor,TRUE,FALSE
3,4422857143,0,0,13,31179,0,2666667,3403997536,0,June,2,2,1,5,New_Visitor,FALSE,TRUE
0,0,0,0,7,2389333333,0,14285714,0,0,Sep,2,2,4,2,Returning_Visitor,FALSE,FALSE
3,1052,0,0,25,8309366667,7142857,4285714,702595851,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,272,0,0,5837208988,0,Nov,2,2,4,20,Returning_Visitor,FALSE,TRUE
1,0,0,0,28,2195580952,0,21428571,8391281758,0,Oct,1,1,3,2,Returning_Visitor,FALSE,TRUE
2,17,0,0,32,20262,0,29411765,1332510752,0,Oct,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,664,3,412,138,4031561667,2857143,10238095,0,0,Nov,2,2,9,13,Returning_Visitor,FALSE,FALSE
8,4666166667,5,814,25,1220175,2,40444444,0,0,Aug,3,2,3,2,Returning_Visitor,TRUE,FALSE
3,63,0,0,2,146,0,16666667,0,0,Oct,1,1,1,2,New_Visitor,FALSE,FALSE
6,939,0,0,19,3233740476,24242424,32223645,1939995042,0,Sep,2,2,3,1,Returning_Visitor,TRUE,FALSE
2,796,0,0,24,43336,8333333,9722222,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,1592,0,0,21,5265,0,9090909,0,0,Aug,3,2,1,1,Returning_Visitor,TRUE,FALSE
2,344,0,0,18,3796166667,35,59166667,0,0,Jul,2,2,6,1,Returning_Visitor,FALSE,FALSE
16,8259400176,1,1208,109,2110422354,5177873,14936612,2491316021,0,Aug,2,2,7,1,Returning_Visitor,FALSE,FALSE
3,4975,0,0,20,5474007937,0,11688312,1506586317,0,Nov,3,2,5,2,Returning_Visitor,FALSE,TRUE
0,0,3,12,21,330,69565217,91304348,0,0,June,2,2,4,13,Returning_Visitor,FALSE,FALSE
2,196,0,0,22,10895,0,26086957,0,0,Oct,2,5,1,3,Returning_Visitor,FALSE,FALSE
4,548,0,0,3,2025714286,0,28571429,0,0,Aug,1,1,3,2,Returning_Visitor,FALSE,FALSE
8,9293333333,0,0,78,2063642844,7407407,11934156,0,0,Sep,3,2,6,13,Returning_Visitor,FALSE,FALSE
4,2468,0,0,13,1757666667,4,53333333,0,0,Sep,3,2,1,1,Returning_Visitor,FALSE,FALSE
12,26346,7,145,71,1683744444,4878049,16666667,4214163315,0,Oct,2,10,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,2,0,0,Jul,1,1,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,4006352857,9756098,14634146,4899526482,0,Aug,2,2,7,2,Returning_Visitor,FALSE,TRUE
9,5517944444,4,1242,94,5579315873,0,7335491,0,0,June,2,2,5,2,New_Visitor,FALSE,FALSE
2,564,0,0,45,3166333333,0,4891304,4859624751,0,Aug,2,2,2,1,Returning_Visitor,TRUE,FALSE
6,901,0,0,35,64305,0,15789474,0,0,Oct,1,1,3,4,Returning_Visitor,TRUE,FALSE
4,629,5,4824,4,1285,0,18181818,0,0,Sep,2,2,1,5,New_Visitor,FALSE,FALSE
14,1288095238,2,416,37,1584770476,9302326,29296378,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE,FALSE
10,1489,0,0,25,69222,38709677,39354839,0,0,Oct,1,1,7,1,Returning_Visitor,TRUE,FALSE
2,946,1,1088,42,1157783333,0,32222222,0,0,Oct,2,4,1,1,Returning_Visitor,TRUE,FALSE
6,906,0,0,10,3848,0,15384615,0,0,Aug,1,2,3,2,New_Visitor,TRUE,FALSE
4,712,0,0,6,1788,0,14814815,0,0,Aug,1,1,1,5,New_Visitor,FALSE,FALSE
4,457,1,0,13,946,41666667,70670996,0,0,Jul,3,2,2,4,Returning_Visitor,FALSE,TRUE
8,1644666667,0,0,3,267,22222222,44444444,0,0,Oct,3,2,4,4,New_Visitor,TRUE,FALSE
9,3522333333,0,0,49,2268900677,0,17407407,0,0,Aug,1,2,9,2,Returning_Visitor,FALSE,FALSE
3,664,0,0,16,5164785714,22222222,35555556,0,0,Sep,3,2,3,5,Returning_Visitor,FALSE,FALSE
7,1944,0,0,5,462,125,375,0,0,Jul,2,2,4,5,New_Visitor,FALSE,FALSE
0,0,0,0,8,2574,0,28571429,0,0,Jul,2,2,1,1,Returning_Visitor,TRUE,FALSE
3,11786,4,1248,18,1716373333,8333333,16666667,0,0,Jul,2,5,6,1,Returning_Visitor,FALSE,FALSE
1,12,0,0,22,3808066667,19047619,13333333,0,0,Jul,1,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,1737016667,34482759,48357964,1444763592,0,June,3,2,4,3,Returning_Visitor,TRUE,FALSE
2,342,0,0,32,92991,6060606,26262626,0,0,Aug,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1586,0,13333333,0,0,Jul,1,1,4,4,Returning_Visitor,FALSE,FALSE
4,512,0,0,11,129725,14285714,54761905,1865904914,0,Oct,2,2,2,4,Returning_Visitor,FALSE,FALSE
14,1810733333,3,584,18,4505066667,0,11111111,0,0,Oct,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,2,2,0,0,Jul,3,2,1,1,Returning_Visitor,FALSE,FALSE
7,16935,2,1822,29,1612983333,5882353,13697479,0,0,Nov,2,2,8,2,Returning_Visitor,FALSE,FALSE
5,1751,0,0,26,6155595238,0,2083333,6277367187,0,Sep,1,1,1,3,New_Visitor,TRUE,TRUE
4,525,0,0,12,2344,0,13333333,0,0,Oct,2,2,1,2,New_Visitor,FALSE,FALSE
5,2698,0,0,8,3123333333,0,1,0,0,Nov,1,1,9,4,Returning_Visitor,FALSE,FALSE
11,3698333333,4,1098,150,5962205556,5345912,15283019,0,0,June,2,2,5,2,Returning_Visitor,FALSE,FALSE
1,5,0,0,15,2288,1875,6875,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
8,1077,0,0,8,1350666667,0,5128205,0,0,June,2,2,1,5,New_Visitor,FALSE,FALSE
8,2378326007,0,0,84,2759135058,5681818,2926548,4477838682,0,June,1,1,2,2,Returning_Visitor,FALSE,FALSE
1,6,0,0,10,5064,0,2,0,0,Sep,1,1,3,5,New_Visitor,TRUE,FALSE
6,933,0,0,70,2678055238,0,5868545,0,0,Jul,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,337,2,32222222,0,0,Jul,1,8,1,1,Returning_Visitor,FALSE,FALSE
3,3430666667,0,0,63,1108369762,0,2786596,7826836353,0,Aug,2,10,1,2,Returning_Visitor,FALSE,TRUE
5,738,0,0,5,825,0,28571429,0,0,Aug,2,5,6,5,New_Visitor,FALSE,FALSE
6,16152,0,0,14,2956974359,0,26315789,0,0,Nov,3,2,8,2,Returning_Visitor,FALSE,FALSE
15,29288,1,4835,130,3645909048,1459854,8515815,1041358118,0,Nov,2,4,8,2,Returning_Visitor,FALSE,FALSE
4,836,0,0,42,3333076068,11627907,27506986,0,0,Aug,1,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,7498,0,15384615,2300459544,0,Jul,2,2,1,4,New_Visitor,FALSE,TRUE
0,0,0,0,75,2532960656,4266667,30748538,0,0,Aug,1,6,1,1,Returning_Visitor,FALSE,FALSE
1,554,0,0,28,6306466667,0,16666667,1258722248,0,Sep,2,4,7,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,0,2,2,0,0,Jul,3,2,1,13,Returning_Visitor,FALSE,FALSE
1,176,0,0,12,1192866667,0,19230769,0,0,Sep,2,2,1,3,Returning_Visitor,FALSE,FALSE
6,8112,0,0,26,2134103333,0,14583333,1338353821,0,Jul,2,2,1,6,Returning_Visitor,FALSE,FALSE
1,139,3,8714,137,7672152381,177305,11631206,3772031898,0,Oct,2,2,4,2,Returning_Visitor,FALSE,TRUE
2,504,0,0,14,4978,11458333,18333333,0,0,Sep,3,6,1,2,Returning_Visitor,FALSE,FALSE
1,186,2,544,45,139040359,17021277,23262411,0,0,Jul,3,2,7,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,2,2,0,0,Aug,1,1,3,1,Returning_Visitor,FALSE,FALSE
1,363,0,0,1,0,53333333,93333333,0,0,Sep,3,2,3,6,Returning_Visitor,FALSE,TRUE
4,1843666667,0,0,3,5226666667,0,21212121,0,0,Oct,3,2,1,5,Returning_Visitor,FALSE,FALSE
0,0,3,1148,22,5830933333,0,15942029,2749716646,0,Sep,1,1,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,352,0,1,0,0,June,2,2,2,3,Returning_Visitor,TRUE,FALSE
1,182,0,0,0,0,0,66666667,0,0,Oct,2,4,1,5,New_Visitor,FALSE,FALSE
8,185,0,0,12,3689,625,2375,0,0,Oct,3,2,1,13,Returning_Visitor,TRUE,FALSE
1,152,2,554,52,3019805397,0,2724518,0,0,Nov,2,6,1,1,Returning_Visitor,FALSE,FALSE
19,90216,2,392,27,1171471429,0,19152047,1643725303,0,Nov,2,5,1,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,2,2,0,0,June,2,2,2,3,Returning_Visitor,FALSE,FALSE
4,1311,0,0,13,77705,0,3921569,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,124,0,0,2,1128,0,25,0,0,Aug,2,2,1,1,New_Visitor,FALSE,FALSE
2,17,0,0,6,352,25,75,0,0,Aug,2,2,7,1,Returning_Visitor,FALSE,FALSE
3,10092,0,0,9,16802,0,45454545,0,0,Oct,3,2,1,1,Returning_Visitor,TRUE,FALSE
11,2682,2,711,49,175825,0,20562771,0,0,Sep,2,5,4,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,20,381,45,75,0,0,June,1,1,2,3,Returning_Visitor,FALSE,FALSE
4,958,2,357,14,3802666667,0,11111111,0,0,Oct,2,4,7,2,New_Visitor,FALSE,FALSE
2,1824,1,0,19,5554,27272727,53030303,0,0,Oct,3,2,1,2,Returning_Visitor,FALSE,FALSE
1,7,0,0,24,4454333333,17391304,2173913,0,0,Aug,1,1,4,3,Returning_Visitor,TRUE,FALSE
2,412,0,0,51,8204833333,0,8627451,0,0,Oct,4,1,1,1,Returning_Visitor,FALSE,FALSE
2,282,0,0,16,3122,33333333,48148148,0,0,Oct,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,5,0,0,7,1252766667,25,21428571,0,0,Sep,1,2,7,4,Returning_Visitor,FALSE,FALSE
2,2095,0,0,102,2436287879,51797386,60539216,0,0,Oct,3,2,1,13,Returning_Visitor,FALSE,FALSE
3,2044,0,0,4,117,0,28571429,0,0,Nov,2,2,6,2,New_Visitor,FALSE,FALSE
4,464,0,0,5,614,0,14285714,0,0,Oct,2,2,4,4,New_Visitor,FALSE,FALSE
4,454,0,0,14,339,0,10526316,0,0,Jul,2,2,1,5,New_Visitor,FALSE,FALSE
2,272,0,0,62,9763333333,9375,15625,0,0,Nov,2,5,7,1,Returning_Visitor,FALSE,FALSE
1,454,0,0,15,1149,0,25,0,0,Jul,2,2,3,4,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,June,1,8,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,33,1985933333,0,2969697,0,0,Jul,2,2,1,2,Returning_Visitor,FALSE,FALSE
4,478,0,0,7,183,18181818,72727273,0,0,Jul,3,3,3,4,Returning_Visitor,FALSE,FALSE
1,232,0,0,24,7045666667,0,11538462,1422049566,0,Aug,2,2,2,1,Returning_Visitor,FALSE,FALSE
3,805,0,0,62,2337196667,8196721,23911007,0,0,Aug,2,2,5,1,Returning_Visitor,FALSE,FALSE
4,1247,5,889,11,5776,10526316,10526316,0,0,June,3,2,3,2,New_Visitor,FALSE,FALSE
4,155,0,0,31,2130693837,25,32482778,0,0,Nov,3,2,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,96,0,25,5420146753,0,Nov,2,2,1,2,New_Visitor,FALSE,TRUE
4,2821,0,0,7,1076,0,11111111,0,0,Aug,1,1,2,5,New_Visitor,FALSE,FALSE
7,1486,3,996,8,1449,0,21052632,2714408757,0,Sep,2,2,1,2,Returning_Visitor,FALSE,TRUE
6,834,1,1023,34,9706266667,8823529,14313725,0,0,Nov,1,1,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,104,3528060714,6213018,35602227,0,0,Jul,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,7983,26086957,47826087,0,0,Aug,2,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,Nov,3,2,4,1,New_Visitor,FALSE,FALSE
0,0,0,0,6,2862,0,22222222,0,0,Aug,2,2,6,1,Returning_Visitor,FALSE,FALSE
9,2282,1,0,7,1864,2,3,0,0,Nov,2,2,1,20,Returning_Visitor,FALSE,FALSE
4,2712,0,0,4,1446,0,14285714,0,0,Oct,3,2,1,2,Returning_Visitor,FALSE,FALSE
7,1405733333,1,1088,43,1912751905,8333333,7777778,1964189593,0,Nov,3,2,6,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,2,2,0,0,Aug,2,2,1,3,Returning_Visitor,FALSE,FALSE
3,312,1,424,13,13445,0,125,0,0,Nov,2,2,6,2,New_Visitor,FALSE,FALSE
0,0,0,0,53,2121311111,20754717,60754717,0,0,June,2,2,1,1,Returning_Visitor,FALSE,FALSE
6,229,2,4002,71,2576432121,1027027,45526366,0,0,Oct,1,1,2,1,Returning_Visitor,TRUE,FALSE
4,684,0,0,14,3375333333,0,23529412,0,0,Aug,2,2,7,2,New_Visitor,FALSE,FALSE
7,1651,0,0,63,1422103333,0,8766234,0,0,June,4,2,2,3,Returning_Visitor,FALSE,FALSE
1,152,0,0,30,5155333333,0,16666667,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,182,0,0,44,13105,42222222,65925926,0,0,Oct,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,4602,61111111,111111111,0,0,Jul,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,3,2019,27,3933,0,6666667,392827844,0,Sep,2,2,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,3909,13333333,66666667,0,0,Aug,2,2,6,3,Returning_Visitor,FALSE,FALSE
4,237,3,877,16,3793,21212121,57575758,0,0,Oct,7,1,1,3,Returning_Visitor,FALSE,FALSE
3,1452,0,0,11,1646366667,0,27777778,0,0,June,2,2,2,1,Returning_Visitor,FALSE,FALSE
